id,image
nb-1000268,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Gesslers_Burg_bey_K%C3%BCssnacht_%3D_Le_Bourg_de_Gessler_%C3%A0_Kussnacht_-Randvignette_unten_rechts-_-_Collection_Gugelmann_-_GS-GUGE-83-15-13.tif&width=1024
nb-1000432,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Grafiken_Orts-_und_Landschaftsansichten_-_GS-GRAF-ANSI-AG-290.tif&width=1024
nb-1000444,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Stanz%2C_von_Loeli_gegen_den_Pilatus_aufgenommen_%3D_Stanz%2C_prise_de_Loeli_vis-%C3%A0-vis_le_mont_Pilate_-_Collection_Gugelmann_-_GS-GUGE-83-17-1.tif&width=1024
nb-1000452,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Die_Ruinen_des_Schlosses_Rotzberg_%3D_Les_Ruines_du_ch%C3%A2teau_de_Rotzberg_-Randvignette_oben_links-_-_Collection_Gugelmann_-_GS-GUGE-83-17-2.tif&width=1024
nb-1000458,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Der_Platz_in_Stanz_%3D_La_place_%C3%A0_Stanz_-Randvignette_oben_Mitte_links-_-_Collection_Gugelmann_-_GS-GUGE-83-17-3.tif&width=1024
nb-1000468,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Der_Rathaussaal_in_Stanz_%3D_La_salle_de_la_maison_de_ville_%C3%A0_Stanz_-Randvignette_oben_Mitte-_-_Collection_Gugelmann_-_GS-GUGE-83-17-4.tif&width=1024
nb-1000469,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Der_Sch%C3%BCtzenplatz_%28Wilen%29_bey_Stanz_%3D_Le_Tirage_%28Wilen%29_pr%C3%A8s_Stanz_-Randvignette_oben_Mitte_rechts-_-_Collection_Gugelmann_-_GS-GUGE-83-17-5.tif&width=1024
nb-1000470,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Der_Thurm_zu_Stanzstaad_%3D_La_Tour_%C3%A0_Stanzstaad_-Randvignette_oben_rechts-_-_Collection_Gugelmann_-_GS-GUGE-83-17-6.tif&width=1024
nb-1000471,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Die_Kirche_in_Stanz_%3D_L%27Eglise_%C3%A0_Stanz_-Randvignette_Mitte_links-_-_Collection_Gugelmann_-_GS-GUGE-83-17-7.tif&width=1024
nb-1000472,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Die_Kirche_zu_Buochs_%3D_L%27Eglise_%C3%A0_Buochs_-Randvignette_Mitte_rechts-_-_Collection_Gugelmann_-_GS-GUGE-83-17-8.tif&width=1024
